responseID,persona,human,ss
R_1mDwMMyJDMytnh7,"Racially, I am white. I am female. I was born in 1972. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 4. I live in Quebec. ",1,2
R_1l3nSVszd5TkrBz,"Racially, I am Hispanic. I am male. I was born in 1972. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Ontario. ",2,2
R_1i4kopFZIEX0lGw,"Racially, I am white. I am male. I was born in 1947. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Ontario. ",1,1
R_1o1IFV3vWeD8IcH,"Racially, I am white. I am female. I was born in 1955. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Alberta. ",2,2
R_1mshS1CEulFPAmZ,"Racially, I am white. I am female. I was born in 1972. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Nova Scotia. ",1,1
R_1ieVJcLggOYQlZw,"Racially, I am white. I am female. I was born in 1961. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in British Columbia. ",1,1
R_1mPj60qeQsnX5Jp,"Racially, I am white. I am male. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Quebec. ",2,1
R_1jD4PIyRCh5AFuy,"Racially, I am white. I am male. I was born in 1955. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Saskatchewan. ",2,2
R_1mUCUZcFu87BOe1,"Racially, I am white. I am male. I was born in 1975. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Alberta. ",1,1
R_1loDCmhGkMZahzm,"Racially, I am Asian. I am male. I was born in 1957. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",1,2
R_1k0T022NU7lWW3L,"Racially, I am white. I am male. I was born in 1965. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in New Brunswick. ",1,2
R_1otdYoDYd4eGqb3,"Racially, I am white. I am male. I was born in 1973. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Saskatchewan. ",1,2
R_1onKEZutpPQKld5,"Racially, I am black. I am male. I was born in 2002. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Alberta. ",1,2
R_1mtjxvjIRB66Aac,"Racially, I am white. I am female. I was born in 1977. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 2. I live in New Brunswick. ",2,1
R_1mXkRxaw0Iy90ub,"Racially, I am Arab. I am female. I was born in 1984. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",2,1
R_1hJZBysrAv6TwOK,"Racially, I am white. I am male. I was born in 1941. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in New Brunswick. ",2,2
R_1my35TMMCfpIIfy,"Racially, I am white. I am female. I was born in 1971. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 4. I live in Quebec. ",1,1
R_1oopbEHDOWBwb0g,"Racially, I am white. I am female. I was born in 1979. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in New Brunswick. ",2,1
R_1mz1uQkEF6EDge1,"Racially, I am white. I am male. I was born in 1959. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Alberta. ",-1,1
R_1kYNbqtBXomGB3W,"Racially, I am Asian. I am female. I was born in 1960. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Alberta. ",2,1
R_1mzru4248w29sA2,"Racially, I am white. I am female. I was born in 1987. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in New Brunswick. ",2,2
R_1kRXFzfYWbaw3QW,"Racially, I am white. I am male. I was born in 1947. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Ontario. ",1,1
R_1n2Cro56XlXSkRD,"Racially, I am white. I am female. I was born in 1956. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Manitoba. ",2,1
R_1nUFoNmQj0S7hda,"Racially, I am white. I am female. I was born in 1988. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Alberta. ",2,1
R_1pVYJYj3hBROD61,"Racially, I am white. I am male. I was born in 1975. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in New Brunswick. ",1,2
R_1lbLSbG8LKhpyRh,"Racially, I am white. I am female. I was born in 1967. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in British Columbia. ",1,2
R_1pGOEp1libCZPMP,"Racially, I am white. I am male. I was born in 1955. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in New Brunswick. ",1,2
R_1n255FyU9mqOn90,"Racially, I am white. I am male. I was born in 1961. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Ontario. ",1,2
R_1pm7xIPrBYoQ15Q,"Racially, I am white. I am female. I was born in 1972. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Ontario. ",-1,1
R_1k230gYRUHl77Hi,"Racially, I am white. I am male. I was born in 1948. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Saskatchewan. ",-1,1
