,VCF0105a,VCF0731,VCF0803,VCF0301,VCF0130,VCF0101,VCF0104,VCF0310,VCF0901b
62500,1,5,9,2,5,43,1,1,OR
62501,1,1,4,7,2,54,2,2,OR
62502,1,1,9,7,4,36,2,2,WA
62503,1,1,6,6,1,39,1,2,PA
62504,1,5,4,6,5,38,2,1,NY
62505,1,1,7,7,2,44,1,3,IL
62506,1,1,5,6,2,41,1,0,OH
62507,1,1,4,4,5,40,2,2,MA
62508,1,1,2,3,5,41,1,2,IL
62509,1,1,5,4,4,44,2,3,IL
62510,4,1,4,3,5,63,2,3,MI
62511,2,1,9,2,5,77,2,2,IN
62512,2,1,9,2,5,26,2,1,SC
62513,1,1,3,1,5,68,1,3,OK
62514,1,1,4,3,5,80,1,2,OR
62515,1,1,1,1,5,58,2,3,NC
62516,1,1,5,4,5,0,2,3,MA
62517,1,1,6,7,2,43,2,1,AR
62518,1,1,9,3,5,37,2,1,TX
62519,5,1,7,7,1,46,2,3,VA
62520,2,1,3,1,4,31,2,2,CT
62521,1,1,2,1,5,74,2,3,WA
62522,3,1,2,3,5,29,2,2,CA
62523,1,1,6,5,5,51,1,3,MA
62524,1,5,4,6,5,36,2,2,CT
62525,5,9,3,1,3,80,2,3,NY
62526,1,1,5,5,4,35,1,2,IL
62527,1,1,6,7,5,61,2,3,TN
62528,5,1,3,3,5,23,1,1,TX
62529,2,1,6,2,1,47,2,2,TX
62530,1,1,9,5,1,62,1,2,TN
62531,1,1,7,7,1,45,2,2,NC
62532,1,1,5,3,4,72,2,2,DC
62533,3,1,4,1,2,69,2,3,IA
62534,1,1,6,7,1,73,1,3,AL
62535,1,1,2,1,5,76,1,3,CA
62536,1,1,6,5,5,55,1,3,RI
62537,2,9,3,3,4,70,2,3,MS
62538,1,1,6,5,4,71,1,3,OH
62539,1,1,4,2,1,72,2,3,WA
62540,1,1,4,1,5,58,2,3,CA
62541,1,1,2,4,5,35,1,3,NC
62542,1,1,6,5,4,70,1,3,NJ
62543,1,1,2,3,4,71,2,3,NY
62544,4,1,9,2,5,61,2,2,NM
62545,9,1,4,4,1,0,0,2,VT
62546,1,1,5,6,5,67,1,2,CO
62547,1,1,6,7,3,50,2,3,IL
62548,1,1,4,2,5,32,2,2,MA
62549,1,1,1,1,5,33,2,2,NH
62550,1,1,4,4,9,0,0,3,FL
62551,1,1,2,2,5,51,2,1,IL
62552,1,1,6,5,3,54,1,2,MO
62553,1,1,6,7,5,32,1,2,NJ
62554,1,1,5,7,5,58,2,3,WI
62555,1,1,7,6,1,50,2,1,MI
62556,1,1,2,1,5,59,1,3,FL
62557,6,5,5,4,3,43,2,2,TX
62558,5,1,4,2,3,34,1,2,TX
62559,1,1,9,2,5,54,1,2,MI
62560,1,1,2,1,5,55,2,2,NC
62561,2,1,6,2,1,56,2,2,IN
62562,1,1,5,6,2,38,1,3,UT
62563,1,1,9,1,1,80,2,3,MA
62564,1,1,6,7,1,65,1,3,MA
62565,1,1,2,1,1,65,2,3,MO
62566,1,1,2,1,2,62,2,3,WA
62567,1,1,6,7,5,44,1,3,GA
62568,1,1,6,7,5,33,2,1,ND
62569,2,1,4,5,5,45,2,3,CA
62570,1,1,5,6,5,55,2,2,CO
62571,1,1,6,7,4,36,2,3,IL
62572,1,1,4,2,4,31,2,2,MS
62573,1,1,2,1,5,46,2,3,PA
62574,1,1,5,5,2,43,2,2,CT
62575,1,1,1,3,5,37,1,1,CA
62576,1,1,1,1,5,38,1,3,CT
62577,1,1,3,6,1,55,2,3,NY
62578,1,1,4,4,4,76,2,2,NY
62579,1,1,9,1,1,71,2,2,MA
62580,1,1,4,2,3,30,1,1,SC
62581,1,5,2,1,5,77,2,1,PA
62582,1,1,6,2,5,71,2,1,NC
62583,1,1,6,6,5,53,2,2,NC
62584,1,1,3,6,5,50,1,2,UT
62585,1,1,2,2,5,48,2,2,WI
62586,2,1,4,4,4,37,2,2,NC
62587,5,1,9,5,5,53,1,3,TX
62588,1,1,4,7,5,68,2,3,WA
62589,5,5,5,2,5,45,2,2,GA
62590,4,1,1,1,1,80,2,3,VA
62591,1,1,5,5,5,65,2,3,ME
62592,1,1,2,1,5,30,2,2,DE
62593,1,1,2,2,5,66,2,2,CA
62594,6,1,3,5,5,38,1,1,OH
62595,5,1,4,1,4,40,1,3,PA
62596,5,5,7,7,1,42,1,3,FL
62597,3,1,4,1,5,24,2,3,TX
62598,1,1,6,5,1,65,1,3,IN
62599,1,1,6,7,3,68,2,3,CO
62600,5,1,9,2,1,75,2,2,PA
62601,5,1,2,3,5,54,2,3,TX
62602,1,1,1,1,5,39,2,2,LA
62603,1,1,6,7,5,62,2,1,AZ
62604,1,1,9,5,5,43,2,2,MA
62605,5,1,4,5,4,38,1,2,CO
62606,1,1,2,2,5,60,1,3,NJ
62607,1,1,2,3,5,58,1,3,DE
62608,1,1,5,5,2,80,2,2,OH
62609,1,9,6,7,5,68,2,2,IL
62610,1,1,6,7,2,0,1,3,IL
62611,1,1,4,2,3,80,2,3,IL
62612,1,9,4,2,5,35,2,1,NC
62613,5,1,2,2,5,40,1,3,CA
62614,2,1,4,4,5,64,1,3,NY
62615,1,9,5,6,4,31,1,3,PA
62616,1,1,6,7,1,62,2,3,SC
62617,1,1,6,7,5,63,2,3,MD
62618,1,1,2,1,5,55,1,3,NY
62619,1,1,5,7,5,45,2,3,TN
62620,4,1,6,7,5,64,2,3,CA
62621,1,1,2,1,5,36,1,3,IN
62622,6,1,4,1,1,59,2,3,WV
62623,1,1,9,4,5,25,2,1,CT
62624,1,1,9,4,4,43,1,1,MA
62625,1,1,7,7,2,0,0,3,CA
62626,1,1,4,1,5,51,2,2,CA
62627,1,1,6,5,2,52,2,1,IA
62628,1,1,5,6,5,37,1,1,IL
62629,1,1,3,3,1,49,1,1,CA
62630,1,1,5,5,5,45,1,3,WV
62631,1,1,5,5,5,26,1,3,OK
62632,1,1,5,5,5,39,1,1,FL
62633,1,1,6,5,2,68,1,3,KY
62634,1,1,4,1,3,72,2,2,PA
62635,1,9,3,5,5,47,2,2,NC
62636,2,1,4,1,3,59,2,3,MS
62637,1,1,7,7,1,63,2,3,TX
62638,6,1,2,1,5,68,1,3,CA
62639,1,9,5,4,1,79,2,3,IL
62640,1,1,2,1,5,40,2,2,NV
62641,1,1,6,7,2,47,2,3,MD
62642,5,1,4,5,5,56,1,2,AR
62643,1,1,7,5,3,40,1,3,MD
62644,5,1,1,2,1,25,1,3,CA
62645,1,1,3,2,5,54,2,2,IL
62646,2,1,2,1,3,45,2,3,GA
62647,1,1,4,7,3,33,2,2,NY
62648,1,1,6,7,2,61,2,3,FL
62649,2,1,2,2,5,51,2,3,CT
62650,2,1,9,1,5,63,2,3,SC
62651,4,1,5,5,9,50,2,2,WY
62652,5,5,9,2,5,22,1,2,TX
62653,1,1,2,1,5,29,2,3,IL
62654,1,1,4,1,1,76,2,2,NJ
62655,6,1,6,5,1,64,1,2,GA
62656,3,1,4,5,5,63,1,2,VA
62657,3,1,4,2,5,39,2,1,WA
62658,2,1,1,1,5,42,2,2,IL
62659,5,1,4,1,4,24,2,3,TX
62660,2,1,4,1,4,63,2,3,RI
62661,1,1,9,7,4,75,2,2,GA
62662,1,1,6,7,1,66,2,3,WA
62663,1,1,6,7,1,50,1,3,NC
62664,1,1,3,1,5,63,1,3,MA
62665,1,1,6,7,4,38,1,2,TX
62666,1,1,2,1,3,57,2,3,MN
62667,2,5,4,1,4,28,1,2,NC
62668,1,1,4,1,5,35,1,3,CO
62669,4,1,3,3,3,58,1,2,MN
62670,1,1,9,7,5,59,1,3,TX
62671,1,1,4,3,5,57,1,2,WI
62672,2,1,2,1,1,68,2,3,TN
62673,1,1,1,3,5,22,2,2,KY
62674,5,1,3,3,5,26,2,2,CA
62675,1,1,6,2,1,69,2,2,WV
62676,1,1,4,3,5,66,1,3,CT
62677,1,1,4,3,3,67,1,3,TN
62678,9,1,3,1,1,47,0,2,IL
62679,1,1,6,7,2,41,2,2,OH
62680,1,1,6,7,4,41,2,3,PA
62681,1,1,2,1,4,36,2,3,MD
62682,1,1,2,1,5,55,1,3,NJ
62683,1,1,7,7,2,62,2,3,CT
62684,6,1,3,3,5,36,2,2,PA
62685,1,1,4,2,1,24,2,3,IN
62686,6,1,6,7,4,32,1,2,NY
62687,2,1,3,3,5,43,1,2,SC
62688,1,1,9,2,3,68,1,2,CA
62689,1,1,3,2,5,37,2,2,AZ
62690,1,1,4,4,5,44,2,2,MN
62691,1,1,6,7,3,68,2,3,CA
62692,5,1,9,1,1,74,2,3,CO
62693,5,1,4,2,5,37,2,1,OH
62694,1,1,1,3,5,26,2,1,NV
62695,1,1,6,7,2,64,1,3,IN
62696,6,1,4,5,4,26,1,1,OR
62697,1,1,9,4,5,39,1,1,IL
62698,3,1,9,7,3,71,1,2,NJ
62699,1,1,2,1,5,72,2,3,HI
62700,1,1,2,1,5,63,2,3,CA
62701,1,1,4,3,5,30,2,2,WI
62702,1,1,1,1,5,40,2,3,LA
62703,5,1,2,3,5,38,2,2,FL
62704,1,1,5,6,4,61,2,3,OR
62705,1,1,2,1,5,28,2,3,GA
62706,1,1,6,7,5,76,2,3,AZ
62707,1,1,4,1,1,80,2,2,PA
62708,1,1,7,7,1,63,2,3,ME
62709,1,1,7,7,5,57,1,3,CA
62710,5,1,6,7,5,42,1,3,CA
62711,1,1,2,3,5,47,1,2,TX
62712,1,1,4,1,5,50,1,3,MN
62713,1,1,4,4,5,68,1,2,MN
62714,1,1,3,1,5,65,2,3,NJ
62715,1,1,4,4,1,0,2,2,MD
62716,1,1,4,5,5,29,1,3,MS
62717,1,1,6,7,5,31,1,3,MT
62718,1,1,1,1,5,45,2,3,FL
62719,1,1,6,7,4,58,2,3,OH
62720,1,1,3,2,5,66,1,3,IL
62721,4,1,4,4,4,37,2,3,GA
62722,1,1,5,4,5,28,1,1,SD
62723,1,1,9,6,5,76,2,3,NJ
62724,1,1,4,1,4,31,2,3,NY
62725,4,1,7,7,5,64,2,3,FL
62726,1,1,7,4,5,71,1,3,LA
62727,1,1,2,2,5,30,2,3,VT
62728,1,9,3,1,5,65,2,2,IL
62729,1,1,4,1,5,70,2,2,CO
62730,5,1,6,7,4,73,2,3,FL
62731,1,5,4,2,5,37,1,1,FL
62732,1,1,3,1,1,62,2,3,WI
62733,1,9,6,7,5,37,1,3,CA
62734,5,1,9,1,2,76,2,3,TX
62735,5,1,3,4,5,72,1,2,CA
62736,2,5,1,1,4,50,2,2,NY
62737,1,1,4,5,5,57,1,2,GA
62738,1,5,9,2,5,25,2,1,PA
62739,1,1,2,1,5,69,1,3,MA
62740,6,1,4,1,1,40,2,3,NM
62741,1,1,9,1,3,30,1,2,CA
62742,1,1,4,3,4,38,1,2,TX
62743,1,1,6,7,5,51,1,3,TX
62744,1,1,6,6,5,68,2,3,IL
62745,1,1,4,1,2,57,1,3,CA
62746,1,1,5,6,5,55,2,3,AZ
62747,1,1,2,1,5,55,1,3,CA
62748,1,1,7,7,2,68,2,3,AL
62749,1,9,4,4,5,26,1,2,WI
62750,5,1,5,6,4,59,2,1,TX
62751,1,1,4,1,5,57,1,3,IL
62752,2,1,6,5,5,52,2,3,TN
62753,1,1,6,7,3,69,1,3,IN
62754,1,1,6,7,5,52,2,3,CA
62755,5,1,7,3,5,66,2,3,NJ
62756,1,1,3,1,5,55,1,3,VA
62757,6,5,4,1,5,39,1,1,NY
62758,1,9,2,1,5,34,2,3,CO
62759,1,9,6,7,1,77,1,3,MS
62760,1,1,6,5,5,41,1,1,NJ
62761,1,1,6,5,5,61,1,3,NC
62762,5,1,6,5,5,59,1,3,MA
62763,5,1,4,4,3,25,2,2,CA
62764,1,1,5,1,4,37,1,2,IL
62765,1,1,4,2,5,68,1,3,UT
62766,1,1,2,1,1,29,2,3,AZ
62767,3,1,3,2,5,60,2,2,CA
62768,1,1,7,7,4,58,1,3,KY
62769,1,1,9,7,5,74,1,3,IN
62770,1,1,5,6,3,28,2,2,MI
62771,1,1,6,7,2,63,2,3,KS
62772,1,1,6,5,5,55,1,3,KY
62773,5,1,6,1,4,24,1,3,CA
62774,5,1,2,1,1,24,1,3,KS
62775,1,1,5,6,2,58,1,2,MD
62776,1,1,5,5,5,70,1,2,LA
62777,3,1,4,5,2,65,1,3,CA
62778,1,9,2,1,4,40,2,2,NY
62779,1,1,9,1,2,66,2,2,WI
62780,5,1,4,1,2,60,1,3,NV
62781,9,1,5,3,2,0,1,3,TX
62782,6,9,2,1,5,28,1,2,CA
62783,2,1,5,1,5,33,1,2,AL
62784,2,9,4,3,4,67,2,2,TN
62785,1,1,7,6,2,36,2,2,AL
62786,1,1,5,7,3,80,2,2,AZ
62787,1,1,1,3,5,21,2,3,NJ
62788,1,1,3,3,5,29,1,1,MN
62789,1,1,4,6,5,80,2,1,OH
62790,3,1,2,3,5,26,1,3,CA
62791,2,1,9,4,5,25,1,2,IL
62792,1,1,4,4,5,52,1,2,WI
62793,1,1,3,1,4,61,1,3,GA
62794,1,1,3,1,5,29,1,3,IL
62795,1,1,4,3,5,56,2,3,CA
62796,6,1,6,7,3,38,2,2,CA
62797,1,1,3,1,1,0,1,3,OR
62798,1,1,5,5,5,63,1,3,CA
62799,1,1,5,5,4,54,1,2,IL
62800,1,1,6,7,1,80,2,3,IA
62801,1,1,5,6,5,47,1,2,MI
62802,5,1,4,2,3,24,2,2,NH
62803,1,5,9,3,5,50,1,2,FL
62804,1,9,9,2,5,25,2,3,KY
62805,1,1,4,3,5,24,2,3,FL
62806,1,1,4,1,5,57,2,2,IN
62807,1,1,6,7,2,62,2,3,GA
62808,2,1,9,4,5,34,1,1,GA
62809,5,1,9,4,5,41,1,2,TX
62810,1,1,7,5,5,42,2,2,KS
62811,2,1,9,4,5,37,2,3,FL
62812,1,9,6,7,4,34,1,3,UT
62813,1,1,6,7,1,73,2,2,TN
62814,1,1,3,1,5,22,1,3,SC
62815,1,1,4,4,5,80,2,2,MA
62816,1,1,1,2,5,73,1,3,NY
62817,1,1,2,1,5,78,1,3,FL
62818,1,1,3,1,5,27,2,3,MI
62819,1,5,2,1,5,0,1,2,MA
62820,1,1,6,7,1,80,1,2,NC
62821,1,9,5,5,3,49,2,2,MS
62822,5,1,6,7,2,68,1,3,NJ
62823,2,5,5,4,1,60,2,3,GA
62824,2,1,9,1,2,65,2,2,DC
62825,1,1,4,4,5,21,2,2,NJ
62826,2,1,3,1,4,21,2,3,NC
62827,1,5,9,7,4,73,2,2,OH
62828,1,1,1,1,5,66,2,3,IN
62829,1,1,9,3,5,35,2,1,OR
62830,5,1,9,7,5,34,2,2,CA
62831,2,1,9,1,1,60,1,3,TN
62832,5,5,4,0,5,43,1,2,CA
62833,1,1,6,7,5,80,2,3,VT
62834,1,1,2,1,5,28,2,2,IN
62835,1,1,1,1,5,26,1,3,DC
62836,1,1,6,7,5,23,1,2,GA
62837,1,1,6,6,2,69,2,1,TN
62838,1,1,9,4,5,63,2,2,TX
62839,1,1,6,7,5,48,2,2,FL
62840,1,1,2,2,5,55,1,3,WA
62841,1,1,4,3,5,26,1,2,NY
62842,1,9,4,2,5,44,2,3,CO
62843,1,1,2,1,5,31,2,3,NC
62844,1,9,6,7,2,62,2,3,TN
62845,1,1,1,4,5,30,2,3,UT
62846,5,9,4,3,4,60,1,2,NY
62847,1,1,2,2,5,34,1,2,VA
62848,1,1,2,1,5,52,2,3,CA
62849,1,1,4,5,5,0,1,3,NC
62850,1,9,2,1,5,41,2,2,IL
62851,1,9,4,2,5,40,1,3,AL
62852,1,1,4,1,2,73,1,3,IN
62853,3,1,2,1,5,0,1,1,WA
62854,1,1,3,1,1,80,1,3,TX
62855,1,9,2,1,5,68,1,3,MI
62856,2,1,9,1,3,36,2,2,SC
62857,1,1,4,5,5,59,2,3,CO
62858,1,9,6,7,2,39,1,3,AL
62859,1,1,3,3,1,60,1,3,WA
62860,2,1,9,4,5,24,2,2,OH
62861,2,1,1,3,5,0,2,2,FL
62862,1,5,9,3,5,80,2,2,FL
62863,1,1,9,3,5,33,1,2,MI
62864,1,1,7,7,2,62,1,3,NY
62865,1,1,4,4,2,43,1,2,PA
62866,9,1,5,4,5,0,0,2,NY
62867,1,1,7,7,5,80,2,3,CA
62868,1,1,9,4,5,46,1,2,CA
62869,1,1,7,7,1,0,2,2,KS
62870,1,9,6,5,9,68,1,3,AZ
62871,1,5,6,5,5,58,1,3,MT
62872,4,1,4,1,4,67,1,3,NY
62873,1,1,3,2,5,61,1,2,MI
62874,6,1,4,4,4,34,2,2,TX
62875,1,1,4,2,1,80,2,1,CA
62876,1,9,5,7,5,45,1,3,OH
62877,5,1,9,6,5,30,1,1,IL
62878,1,1,6,6,1,80,2,2,PA
62879,1,1,5,5,1,60,1,3,CA
62880,1,1,6,5,1,76,1,3,MO
62881,5,5,6,7,4,47,1,3,NJ
62882,1,1,6,6,4,50,2,1,MI
62883,1,9,7,7,5,57,1,3,TN
62884,1,1,3,2,5,35,1,1,CA
62885,5,1,3,4,5,41,2,2,CO
62886,1,1,2,1,5,26,2,2,DC
62887,1,1,4,5,5,0,1,3,MI
62888,1,1,4,4,5,44,1,1,SC
62889,1,1,9,7,2,80,2,2,GA
62890,1,1,6,7,5,77,1,3,GA
62891,1,1,2,1,5,65,1,3,WA
62892,5,1,4,1,5,79,1,3,TX
62893,2,1,9,1,4,70,1,3,IL
62894,2,9,6,1,5,27,1,3,KY
62895,1,1,2,1,5,29,1,2,IN
62896,1,1,3,6,2,73,1,2,TX
62897,5,1,9,3,5,20,2,3,CA
62898,2,1,1,1,2,44,2,3,IL
62899,1,1,9,7,5,72,1,3,NC
62900,9,5,3,1,5,46,1,2,CA
62901,1,9,6,7,4,54,1,3,CT
62902,1,1,4,4,5,69,1,2,TX
62903,1,1,4,1,1,48,2,3,IL
62904,1,1,6,5,1,0,2,3,FL
62905,1,1,4,1,5,40,1,1,NE
62906,3,1,4,4,4,78,2,2,NV
62907,1,1,6,7,5,49,1,1,IN
62908,1,1,4,4,1,77,1,2,NC
62909,1,1,2,5,5,65,1,3,GA
62910,1,1,4,3,5,58,2,2,TX
62911,1,1,4,4,3,58,2,3,CA
62912,5,1,1,3,5,31,1,3,NY
62913,1,1,4,5,4,35,1,2,CA
62914,1,1,6,6,5,56,2,3,CO
62915,2,1,2,1,5,58,2,2,CA
62916,1,1,3,2,5,22,1,1,WA
62917,3,9,4,4,5,54,2,3,CA
62918,1,1,2,1,5,49,2,3,MT
62919,1,1,4,4,1,68,2,3,NE
62920,1,1,6,7,1,80,2,3,MO
62921,1,1,5,5,9,0,1,1,CA
62922,1,1,4,5,3,52,2,3,OH
62923,1,1,2,1,4,44,1,3,CA
62924,1,1,7,7,1,60,1,3,PA
62925,1,1,7,7,5,59,2,1,KY
62926,1,1,5,5,2,62,2,2,UT
62927,1,1,2,3,5,70,2,3,CO
62928,6,1,4,3,4,67,2,3,TN
62929,2,1,4,1,1,40,1,3,MI
62930,1,1,1,3,5,43,2,3,CA
62931,1,1,4,4,1,74,1,2,MO
62932,4,1,6,7,1,56,2,2,OK
62933,5,1,4,1,5,35,1,2,WA
62934,1,9,2,2,5,27,2,1,CA
62935,1,5,2,2,5,24,2,2,FL
62936,2,1,3,3,5,32,2,2,NY
62937,1,1,9,2,5,58,1,3,KY
62938,1,1,5,6,5,32,1,1,GA
62939,5,9,6,6,5,33,2,2,FL
62940,1,1,4,7,5,0,2,3,MD
62941,9,1,0,0,9,0,0,2,FL
62942,1,1,4,5,2,80,1,2,TN
62943,2,1,1,1,2,71,2,3,CA
62944,1,1,4,4,5,69,1,2,CA
62945,1,1,4,6,3,0,2,3,MI
62946,3,1,2,2,5,26,1,1,CA
62947,1,1,2,3,5,63,1,3,MA
62948,2,1,4,1,3,71,1,3,NY
62949,1,1,3,5,5,56,2,1,NV
62950,9,1,9,4,5,0,2,2,MI
62951,1,1,5,7,5,47,2,3,SC
62952,5,1,2,2,5,45,2,3,MD
62953,6,1,7,7,5,36,2,2,TX
62954,1,1,9,2,5,80,1,3,CA
62955,3,1,4,1,5,19,2,2,NY
62956,1,1,4,1,5,0,0,3,MD
62957,1,1,6,7,5,44,2,1,WI
62958,1,1,6,7,5,0,1,2,PA
62959,1,1,2,1,5,34,1,3,IL
62960,1,1,1,3,5,30,1,3,ND
62961,1,1,5,4,5,71,2,3,VA
62962,1,1,3,3,2,69,1,3,PA
62963,1,1,3,3,5,69,1,3,NH
62964,1,5,5,2,5,34,2,1,PA
62965,3,5,9,6,1,46,2,2,GA
62966,1,1,5,5,5,64,1,3,FL
62967,5,9,3,3,4,55,2,3,CA
62968,5,1,5,5,5,63,1,2,NE
62969,1,1,2,1,5,71,2,3,NY
62970,1,1,6,7,2,19,1,2,CA
62971,1,1,6,7,1,47,1,2,PA
62972,1,1,3,3,4,48,1,2,MD
62973,1,1,2,2,5,34,1,3,WA
62974,2,1,4,4,1,49,1,2,TX
62975,1,9,1,6,1,66,2,3,AL
62976,5,1,4,2,1,40,1,2,TX
62977,1,9,6,5,4,53,2,3,LA
62978,1,1,9,2,5,50,2,2,CT
62979,1,1,6,6,5,35,1,2,NC
62980,1,1,7,5,1,55,2,3,FL
62981,2,1,3,3,3,0,2,3,OH
62982,3,1,9,2,1,59,2,2,IL
62983,1,1,9,4,5,34,1,2,CA
62984,1,1,5,5,4,49,2,1,NC
62985,2,1,2,1,3,64,2,3,MD
62986,6,9,9,4,5,29,1,2,TX
62987,2,1,9,2,2,53,2,2,TX
62988,1,1,4,7,2,56,1,3,LA
62989,4,1,5,4,4,57,1,2,OR
62990,1,1,2,3,5,56,1,3,WV
62991,1,1,4,1,3,65,1,3,SC
62992,1,5,4,5,5,66,2,1,SC
62993,1,1,4,4,5,68,1,2,VA
62994,5,1,4,1,1,60,2,2,CA
62995,3,1,3,3,5,60,1,1,FL
62996,1,1,4,2,3,59,1,3,MA
62997,5,9,3,3,5,34,2,3,FL
62998,3,1,1,1,3,33,1,2,NC
62999,1,1,2,7,4,55,1,2,AL
63000,9,1,3,2,3,0,2,2,NC
63001,1,5,6,7,1,67,2,1,FL
63002,1,1,4,4,2,42,1,3,MI
63003,3,1,6,6,1,59,1,3,CA
63004,1,1,2,1,2,73,1,2,IL
63005,9,1,4,6,4,0,1,3,CT
63006,1,1,5,5,5,54,2,1,NJ
63007,1,1,4,2,4,66,1,2,NV
63008,2,1,4,3,5,0,1,3,GA
63009,1,1,2,1,5,56,2,2,MI
63010,1,1,3,2,1,75,2,3,TX
63011,1,1,5,5,3,78,2,2,PA
63012,4,5,9,1,4,65,2,2,TX
63013,1,1,3,1,3,44,2,3,CT
63014,1,1,5,2,4,64,1,3,NC
63015,1,1,1,1,5,67,2,3,CA
63016,9,1,9,2,9,48,1,1,OH
63017,1,1,6,7,1,68,1,3,VA
63018,1,1,6,7,1,39,2,2,IL
63019,2,9,1,1,5,54,1,3,NV
63020,1,1,3,1,1,80,2,3,FL
63021,3,1,3,2,1,27,2,3,TX
63022,1,1,2,1,5,55,1,3,MT
63023,1,1,4,3,1,27,1,3,UT
63024,1,1,6,7,5,65,2,3,IL
63025,1,1,9,5,4,67,1,2,NJ
63026,1,1,9,6,5,51,2,3,TX
63027,1,9,6,7,1,44,1,3,AZ
63028,1,1,9,1,5,45,2,3,PA
63029,1,1,4,5,5,29,2,2,VA
63030,9,1,3,3,5,54,1,2,OR
63031,1,1,9,7,2,80,1,3,CA
63032,1,1,5,7,5,72,2,2,FL
63033,5,1,2,3,5,49,1,2,GA
63034,1,1,6,6,5,31,1,2,SC
63035,2,1,4,7,2,66,1,3,IN
63036,1,1,6,7,5,80,1,3,AL
63037,2,1,4,1,3,47,1,3,GA
63038,5,1,7,5,3,60,1,3,FL
63039,2,1,6,7,1,80,1,3,CA
63040,3,1,5,2,4,80,2,2,HI
63041,3,9,4,2,2,68,1,2,CA
63042,1,1,4,7,4,60,1,2,OH
63043,5,1,7,5,2,51,1,3,GA
63044,1,1,6,5,4,76,1,3,AZ
63045,5,5,4,3,5,28,1,2,NY
63046,1,9,2,1,5,19,2,3,MI
63047,1,9,7,7,3,23,2,2,VA
63048,1,1,2,1,4,69,2,3,CA
63049,1,1,6,7,1,76,1,3,IL
63050,1,1,6,6,5,61,1,3,TX
63051,1,1,6,7,5,33,2,1,MO
63052,1,1,2,1,5,59,2,3,UT
63053,1,1,6,6,4,75,2,3,AZ
63054,1,9,9,7,5,41,2,2,PA
63055,5,1,3,1,3,35,2,3,CA
63056,2,1,9,1,5,39,2,2,IN
63057,1,1,6,6,2,48,2,2,TX
63058,1,9,4,2,5,72,1,2,VA
63059,1,1,4,7,1,74,1,3,MI
63060,1,1,2,3,5,71,1,3,NC
63061,9,1,5,6,1,76,1,3,OH
63062,1,5,0,5,5,28,2,3,TX
63063,1,1,5,5,5,26,2,2,NY
63064,1,1,2,1,5,68,2,3,FL
63065,1,1,2,1,5,46,1,3,ID
63066,2,1,3,3,5,47,1,1,GA
63067,5,1,9,4,5,28,1,1,TX
63068,5,1,6,4,1,23,2,2,IN
63069,1,1,3,1,5,65,2,3,NM
63070,1,1,2,1,5,40,2,3,WI
63071,1,1,2,2,5,73,1,3,FL
63072,5,1,9,1,4,41,2,2,NY
63073,2,1,3,2,5,52,1,3,NV
63074,3,1,3,2,5,47,1,2,CA
63075,1,9,4,4,4,26,1,2,CA
63076,1,1,4,1,1,80,1,3,MI
63077,1,9,3,1,5,80,2,2,IA
63078,2,1,3,1,1,61,0,3,PA
63079,1,9,5,5,5,27,1,3,IL
63080,1,1,4,5,4,59,2,2,RI
63081,1,1,1,1,5,44,2,3,CA
63082,3,5,4,3,5,26,1,2,TN
63083,1,1,3,1,3,37,2,3,PA
63084,1,1,6,7,5,55,1,2,IN
63085,1,1,9,5,5,80,1,3,PA
63086,5,9,9,2,5,19,2,1,TX
63087,6,5,4,4,3,70,1,3,TX
63088,1,1,4,6,4,27,2,2,VA
63089,5,1,9,1,3,0,2,2,CA
63090,1,1,7,6,1,57,1,2,SC
63091,2,1,4,1,5,66,1,3,FL
63092,5,1,1,1,5,60,1,3,AL
63093,1,1,4,2,5,47,1,1,CO
63094,1,1,4,3,5,77,1,1,VA
63095,2,1,2,1,2,49,2,3,CA
63096,1,1,4,2,5,54,2,3,NY
63097,1,1,9,6,1,64,2,2,IN
63098,1,9,6,5,5,28,1,3,CO
63099,1,1,5,5,1,61,2,3,TX
63100,6,5,4,2,2,54,2,3,MO
63101,1,1,6,7,5,25,2,2,MD
63102,1,5,4,2,5,29,2,2,NY
63103,1,1,1,3,4,24,2,3,WI
63104,1,9,2,1,2,77,1,3,VA
63105,1,1,2,1,5,30,2,3,WA
63106,5,9,5,7,1,40,2,3,HI
63107,1,1,9,1,5,68,2,3,LA
63108,1,1,1,3,2,65,1,2,NC
63109,1,1,6,7,5,33,1,2,TN
63110,1,1,5,6,1,39,1,1,TN
63111,3,1,2,2,5,32,1,3,CA
63112,1,1,3,7,4,60,2,3,FL
63113,1,1,4,3,2,35,1,3,TN
63114,1,1,6,7,2,71,2,3,KY
63115,1,5,6,6,5,63,1,3,MD
63116,5,1,5,5,3,41,2,2,IL
63117,2,1,4,1,5,40,2,2,MA
63118,1,1,3,1,5,80,1,3,NJ
63119,6,9,6,4,5,49,1,3,TX
63120,1,5,9,4,1,69,2,1,CA
63121,1,9,3,4,5,34,1,2,MA
63122,1,9,3,1,4,54,2,3,NY
63123,1,1,2,1,5,80,2,3,WA
63124,2,1,4,4,4,0,1,1,NY
63125,2,1,9,1,3,64,2,2,FL
63126,3,5,5,5,5,50,1,3,CA
63127,1,1,6,5,5,49,1,3,KY
63128,1,1,6,5,2,62,2,3,AL
63129,1,1,1,3,5,26,2,2,OR
63130,1,1,5,5,4,28,2,2,CA
63131,1,1,3,3,5,39,1,3,NV
